sales_order_number,uom,part_group,short_description,long_description,order_quantity,quantity_shipped,base_price,extended_price
35831,EA,LVSLS,102130D COVER FOR CONTROLLER ENCLOSURE,102130D COVER FOR CONTROLLER ENCLOSURE,200,0,3.5,700
31911,EA,LVSLS,117142401  S MIR RH (COATED PART),117142401  S MIR RH  (COATED PART) ,60,60,1,60
31911,EA,LVSLS,137147403 SLD STKR SEE DOOR REAR (PLATED PART),137147403 SLD STKR SEE DOOR REAR (PLATED PART) ,80,80,3.66,292.8
31911,EA,LVSLS,117142400  S MIR LH (COATED PART),117142400  S MIR LH  (COATED PART) ,60,60,1,60
31912,EA,LVSLS,217032400 BRKT H/SHLD,217032400 BRKT H/SHLD,50,0,22.57,1128.5
31912,EA,LVSLS,167007408  ANG INR RH 6 HOLE,167007408  ANG INR RH 6 HOLE,50,50,10.17,508.5
31913,EA,LVSLS,46027706 BRKT FUSE BLK KYLS 90 DEG TYCO #2311181,46027706 BRKT FUSE BLK KYLS 90 DEG TYCO #2311181,120,119,2.26,271.2
31913,EA,LVSLS,167007409  ANG INR LH 6 HOLE,167007409  ANG INR LH 6 HOLE,60,60,10.17,610.2
31913,EA,LVSLS,229147517 LINK KEY STL.125X2.25X2.79R CYL YL DICHR,229147517 LINK KEY STL.125X2.25X2.79R CYL YL DICHR,120,120,2.78,333.6
31912,EA,LVSLS,117142401  S MIR RH (COATED PART),117142401  S MIR RH  (COATED PART) ,50,50,1,50
31912,EA,LVSLS,117142400  S MIR LH (COATED PART),117142400  S MIR LH  (COATED PART) ,50,0,1,50
31912,EA,LVSLS,167007409  ANG INR LH 6 HOLE,167007409  ANG INR LH 6 HOLE,50,50,10.17,508.5
31913,EA,LVSLS,167007408  ANG INR RH 6 HOLE,167007408  ANG INR RH 6 HOLE,60,60,10.17,610.2
31914,EA,LVSLS,"201-7472-00A - WELDMENT, 30'' ARE FRONT BRACE & TE","201-7472-00A - WELDMENT, 30'' ARE FRONT BRACE & TERM. PANEL",20,20,176.11,3522.2
31914,EA,LVSLS,"202-7721-01 CHASSIS,RIGHT SIDE, 24'' ARE UNIT","202-7721-01 CHASSIS,RIGHT SIDE, 24'' ARE UNIT",10,10,54.66,546.6
31914,EA,LVSLS,202-7759-00 - CAPACITOR BRACKET 30'' MICRO-ARE,202-7759-00 - CAPACITOR BRACKET 30'' MICRO-ARE,10,10,18.72,187.2
31914,EA,LVSLS,"208-8136-00A - BRACKET, FA ALARM BOARD ***C OF C R","208-8136-00A - BRACKET, FA ALARM BOARD ***C OF C REQUIRED ON THIS PART***",35,35,6.52,228.2
31915,EA,LVSLS,202-9517-0000 BOTTOM MTR BRACKET,NA,25,25,3.76,94
31915,EA,LVSLS,208-3525-00A  UL GROUND/TERMINATION 6'' BUS BAR BR,208-3525-00A  UL GROUND/TERMINATION 6'' BUS BAR BRACKET,5,5,19.5,97.5
31916,EA,LVSLS,KBC04112 BRKT PXF ARE1.25 LAM,KBC04112 BRKT PXF ARE1.25 LAM,20,20,6.25,125
31917,EA,LVSLS,0755-6410-34S3,0755-6410-34S3 Air Duct,8,8,331.01,2648.08
31918,EA,LVSLS,3009-2600-62S3,3009-2600-62S3,10,10,1231.28,12312.8
31919,EA,LVSLS,SELECTOR VALVE BRACKET,SELECTOR VALVE BRACKET,10,10,18.71,187.1
31919,EA,LVSLS,LIGHT BAR BOLT ON PLATE (RAISED),LIGHT BAR BOLT ON PLATE (RAISED),10,10,72.18,721.8
31920,EA,LVSLS,"3009-9031-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50","3009-9031-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50-12 30.2LBS (GLOSS BLACK) REV.A",10,10,90.88,908.8
31921,EA,LVSLS,"3009-9032-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50","3009-9032-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50-12 30.2LBS (GLOSS BLACK) REV.B",7,7,134.57,941.99
31922,EA,LVSLS,0003-9175-0010A,0003-9175-0010A,10,10,41.72,417.2
31923,EA,LVSLS,4005-9128-00S3,4005-9128-00S3 LIFTING LUG ,20,20,306.62,6132.4
31924,EA,LVSLS,4005-9128-00S3,4005-9128-00S3 LIFTING LUG ,12,12,306.62,3679.44
31927,EA,LVSLS,52300 43720 REPAIR WORK / POWDER COATING PANELS,52300 43720 REPAIR WORK / POWDER COATING PANELS,2,2,65,130
31929,EA,LVSLS,"3/4"" X 24 7/16"" X 28 1/2"" FLAT PLATE","3/4"" X 24 7/16"" X 28 1/2"" FLAT PLATE",10,10,233.13,2331.3
31929,EA,LVSLS,"5/16"" X 1 1/4"" X 2 3/4"" FLAT PLATE","5/16"" X 1 1/4"" X 2 3/4"" FLAT PLATE ",20,20,4.45,89
31929,EA,LVSLS,RED BRACKET - CUT ONLY,RED BRACKET - CUT ONLY,10,10,19.55,195.5
31929,EA,LVSLS,"ITEM #2 - 1/2"" A36 X 2.125"" X 11.25""","ITEM #2 - 1/2"" A36 X 2.125"" X 11.25""",24,24,7.35,176.4
31931,EA,LVSLS,S12-08.84X014.438-BCSG,"12 GA CQ 8-27/32 X 14 7/16"" ",400,400,15.51,6204
31931,EA,LVSLS,HBP-625-0712-4H-625,"BP 5/8""X07X12 4 HOLE 5/8"" DIA",10,10,40.15,401.5
31931,EA,LVSLS,HBP-625-1212-4H-625,"BP 5/8""X12X12 4 HOLE 5/8"" DIA",68,68,58.94,4007.92
31932,EA,LVSLS,KP-CR-6,"KICK PLATE CORNER CLIP 6"" LONG ",200,195,2.78,556
31932,EA,LVSLS,KP-SP-6,"KICK PLATE SPLICE CLIP 6"" LONG",300,300,1.56,468
31933,EA,LVSLS,CLIP-IT12-MODIFIED-HS07,"12"" SK2500 CLIP, HS 7 GA. 12"" X 4 5/16"" ",100,100,6.04,604
31934,EA,LVSLS,"RM-5 RAIL MOUNT CLIP, 5"" OFFSET","RM-5 RAIL MOUNT CLIP, 5"" OFFSET",500,500,5.37,2685
31930,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,5,5,75,375
31936,EA,LVSLS,942480006 WASHER PLATE SS - STRIKER PIN,942480006 WASHER PLATE SS - STRIKER PIN,50,50,1.74,87
31937,EA,LVSLS,0724138,"0724138 CHANNEL, HYD. TANK MTG.",75,75,4.53,339.75
31937,EA,RVSLS,"0723947 ANGLE, STRIP LAMP MOUNTING","0723947 ANGLE, STRIP LAMP MOUNTING",80,80,2.47,197.6
31937,EA,LVSLS,"07018065 BRACKET, HDP20 90 DEG D","07018065 BRACKET, HDP20 90 DEG D",65,65,2.66,172.9
31937,EA,LVSLS,810960001 CHAIN POCKET PLATE - SHIP KIT B,810960001 CHAIN POCKET PLATE - SHIP KIT B,60,60,4.94,296.4
31937,EA,LVSLS,5462B3 L-ARM HOLE COVER - 408V/T,5462B3 L-ARM HOLE COVER - 408V/T,40,40,14.11,564.4
31937,EA,LVSLS,810031201 INSIDE SKIRT PLATE ALUM,810031201 INSIDE SKIRT PLATE ALUM,25,25,8.39,209.75
31936,EA,LVSLS,0724138,"0724138 CHANNEL, HYD. TANK MTG.",75,75,4.53,339.75
31936,EA,RVSLS,"0723947 ANGLE, STRIP LAMP MOUNTING","0723947 ANGLE, STRIP LAMP MOUNTING",80,80,2.47,197.6
31936,EA,LVSLS,"07018065 BRACKET, HDP20 90 DEG D","07018065 BRACKET, HDP20 90 DEG D",65,65,2.66,172.9
31936,EA,LVSLS,810031201 INSIDE SKIRT PLATE ALUM,810031201 INSIDE SKIRT PLATE ALUM,25,25,8.39,209.75
31936,EA,LVSLS,"07020905 PLATE, HARDLINE COVER, LH","07020905 PLATE, HARDLINE COVER, LH",25,25,8.49,212.25
31936,EA,LVSLS,"0718553 COVER, AIR BANK","0718553 COVER, AIR BANK",25,25,29.15,728.75
31936,EA,LVSLS,0717386 BAR - MUDFLAP,0717386 BAR - MUDFLAP,25,25,4.96,124
31937,EA,LVSLS,"07020905 PLATE, HARDLINE COVER, LH","07020905 PLATE, HARDLINE COVER, LH",25,25,8.49,212.25
31937,EA,LVSLS,"0718222 GUARD, HORIZONTAL HOSE COVER","0718222 GUARD, HORIZONTAL HOSE COVER",25,25,30.92,773
31937,EA,LVSLS,"0718553 COVER, AIR BANK","0718553 COVER, AIR BANK",25,25,29.15,728.75
31937,EA,LVSLS,810030005 PLATE-BODY REAR MTG (T MTG),810030005 PLATE-BODY REAR MTG (T MTG),120,120,2.12,254.4
31937,EA,LVSLS,942480006 WASHER PLATE SS - STRIKER PIN,942480006 WASHER PLATE SS - STRIKER PIN,50,50,1.74,87
31937,EA,LVSLS,0717386 BAR - MUDFLAP,0717386 BAR - MUDFLAP,25,25,4.96,124
31952,EA,LVSLS,CLIP-IT10-MODIFIED-7GA,"10"" TIE CLIP 7 GA. 10"" X 4 5/16"" ",200,200,4.76,952
31953,EA,LVSLS,ACPF3024 3'' 7 GA COL PROT-FRMD-24'',ACPF3024 3'' 7 GA COL PROT-FRMD-24'',400,400,8.31,3324
31954,EA,LVSLS,197147405 LINK LAT BHD (COATED PART),NA,150,150,0.99,148.5
31954,EA,LVSLS,229147511 HSG STKR STL11GAX5.88X5.95L/R YL DICHR,229147511 HSG STKR STL11GAX5.88X5.95L/R YL DICHR,100,100,5.47,547
31699,EA,LVSLS,3009-3614-01C4 - STEAM PRESSSURE ASSY MOUNT (4)LX(,"3009-3614-01C4 - STEAM PRESSSURE ASSY MOUNT (4)LX(L)(H)-07,LX-12 REV A",30,30,9.56,286.8
31700,EA,LVSLS,FDDSTRP4448,FDDSTRP4448,25,25,11.37,284.25
31701,EA,LVSLS,ECONOMIZER FLANGE WELDMENT,"0003-9149-0010
",15,15,124.38,1865.7
31702,EA,LVSLS,"ACPF3004 3'' 7 GA COL PROT-FRMD-12 3/4""","ACPF3004 3'' 7 GA COL PROT-FRMD-12 3/4""",125,125,3.56,445
31703,EA,LVSLS,S.3-07X007-5X7FPSBASE,(S.3-07X007-5X7FPSBASE,300,300,3.95,1185
31704,EA,LVSLS,516-2.0-RG180-0625,516-2.0-RG180-0625,60,60,10.88,652.8
31704,EA,LVSLS,516-RG180-100,516-RG180-100 RG 180 ADAPTER - 1 INCH HOLES,80,80,11.58,926.4
31704,EA,LVSLS,14-LARR-001-100,14-LARR-001-100 0.625 INCH HOLE - LEVER ARM RACK ROLLER-001,152,152,12.21,1855.92
31704,EA,LVSLS,14-LARR-RP,14-LARR-RP LEVER ARM REINFORCEMENT PLATE,142,142,2.33,330.86
31710,EA,LVSLS,"609821 FAB; TUBE, JACK, OUTER","609821 FAB; TUBE, JACK, OUTER",14,14,63.27,885.78
31711,EA,LVSLS,609424 PFC; PLATE; WINCH MOUNT,609424 PFC; PLATE; WINCH MOUNT,15,15,218.48,3277.2
31712,EA,LVSLS,628080 PLATE;GUARD;VALVE;TANK;AIR,628080 PLATE;GUARD;VALVE;TANK;AIR,1,1,86.86,86.86
31715,EA,LVSLS,3100737 FILLER-CONT PNL MED LGE,3100737 FILLER-CONT PNL MED LGE,400,400,2.16,864
31731,EA,LVSLS,117032400 W/BX WRAPPER 44'' 88W FCC,"117032400 W/BX WRAPPER 44'' 88W FCC
***CUSTOMER SUPPLIED .125 X 56 X 96***",300,300,9.52,2856
31732,EA,LVSLS,005774400 ANG AL MTG .125 X 6.81 X 107.12,"005774400 ANG AL MTG .125 X 6.81 X 107.12
***CUSTOMER SUPPLIED MATERIAL .125 X 56 X 110 W/ PVC***",364,364,7.05,2566.2
31733,EA,LVSLS,005774400 ANG AL MTG .125 X 6.81 X 107.12,"005774400 ANG AL MTG .125 X 6.81 X 107.12
***CUSTOMER SUPPLIED MATERIAL .125 X 56 X 110 W/ PVC***",364,364,7.05,2566.2
31705,EA,LVSLS,14-LARR-001-0625,14-LARR-001-0625 0.625 INCH HOLE - LEVER ARM RACK ROLLER-002,80,80,3.31,264.8
31705,EA,LVSLS,14-LARR-002-0625,14-LARR-002-0625 1.00 INCH HOLE - LEVER ARM RACK ROLLER - 002,60,60,3.51,210.6
31706,EA,LVSLS,PM130-POWERMETER-BRKT,PM130-POWERMETER-BRKT,12,12,12.51,150.12
31706,EA,LVSLS,400-CT-BRKT,400-CT-BRKT,12,12,8.86,106.32
31707,EA,LVSLS,"611082 PLATE, BATTERY BOX COVER","611082 PLATE, BATTERY BOX COVER",6,6,40.31,241.86
31708,EA,RVSLS,304512 AXLE; FOR_CP50;W/MACH,304512 AXLE; FOR_CP50;W/MACH,10,10,47.28,472.8
31709,EA,LVSLS,618683 PLATE; MANUAL; JACK; MOUNT,618683 PLATE; MANUAL; JACK; MOUNT,30,30,18.57,557.1
31713,EA,LVSLS,302284 FC;STL;SHEET;0.188THK;BACK PLATE;ZINC,302284 FC;STL;SHEET;0.188THK;BACK PLATE;ZINC,12,12,45.8,549.6
31714,EA,LVSLS,623551,623551 PLATE; DRIVE BAR ,6,6,222.72,1336.32
31715,EA,LVSLS,2H05734001 SUPPORT-LH&RH H/D 8 COMPR,2H05734001 SUPPORT-LH&RH H/D 8 COMPR,50,50,12.7,635
31715,EA,LVSLS,3079883 BASE-STD LGE RH INDOOR OUTDOOR,3079883 BASE-STD LGE RH INDOOR OUTDOOR,10,10,93.91,939.1
31715,EA,LVSLS,0712500 TOP-FRONT SMALL,0712500 TOP-FRONT SMALL,25,25,25.37,634.25
31715,EA,LVSLS,0712501 PANEL-TOP REAR MDM,0712501 PANEL-TOP REAR MDM,50,49,14.08,704
31715,EA,LVSLS,0712503 PANEL-TOP REAR LARGE,0712503 PANEL-TOP REAR LARGE,25,25,34.08,852
31715,EA,LVSLS,3079882 BASE-STD MDM INDOOR OUTDOOR,3079882 BASE-STD MDM INDOOR OUTDOOR,25,25,142.92,3573
31715,EA,LVSLS,0388760001 LINER-PNL 33 LG X 23 HGT,0388760001 LINER-PNL 33 LG X 23 HGT,25,25,37.09,927.25
31715,EA,LVSLS,0712527 LEG-CENTER MDM/LGE,0712527 LEG-CENTER MDM/LGE,100,100,14.33,1433
31715,EA,LVSLS,0705189 LINER-PNL 72 LG X 25 HGT,0705189 LINER-PNL 72 LG X 25 HGT,25,25,123.12,3078
31716,EA,LVSLS,227027409(COATED PART),PLT FACE I/P AL.102X7X12(COATED PART) ,159,159,6.13,974.67
31717,EA,LVSLS,227027417(COATED PART),PLT ADAP F59 AL.102X4.25X5 (COATED PART) ,162,162,3.13,507.06
31719,EA,LVSLS,227027423 (COATED PART),PLT CVR AL.102X2.5X8.75 Rev: Rel (COATED PART) ,215,215,2.36,507.4
31721,EA,LVSLS,227027429 (COATED PART),227027429 PLT ADAP FCC CRUISE CONT(COATED PART) ,168,168,3.74,628.32
31723,EA,LVSLS,227027418 (COATED PART),PLT ADAP F59 AL.102X4.25X6.44 Rev: Rel (COATED PART) ,168,0,3.71,623.28
31724,EA,LVSLS,3515 DOOR DIVIDER,3515 DOOR DIVIDER,1,1,75,75
31725,EA,LVSLS,227027423 (COATED PART),PLT CVR AL.102X2.5X8.75 Rev: Rel (COATED PART) ,215,215,2.36,507.4
31726,EA,LVSLS,227027409(COATED PART),PLT FACE I/P AL.102X7X12(COATED PART) ,159,159,6.13,974.67
31727,EA,LVSLS,227027422 (COATED PART),227027422 BRKT DIAD MNT AL.125X6X9.98 (COATED PART) ,160,160,4.5,720
31728,EA,LVSLS,227027414 (COATED PART),CVR RDO I/P AL.102X2.5X8.75 Rev: A(COATED PART) ,176,176,7.29,1283.04
31729,EA,LVSLS,227027429 (COATED PART),227027429 PLT ADAP FCC CRUISE CONT(COATED PART) ,168,168,3.74,628.32
31730,EA,LVSLS,177041405 DOOR POCKET PANEL RH (*CUST SUPP MAT*),177041405 PNL D/PKT ALUM .102X42.27X87.65 RH (***CUST SUPPLIED MATERIAL ALUM .102 X 48 X 96 w/PVC***),150,150,20.98,3147
31737,EA,LVSLS,227027423 (COATED PART),PLT CVR AL.102X2.5X8.75 Rev: Rel (COATED PART) ,215,215,2.36,507.4
31738,EA,LVSLS,227027409(COATED PART),PLT FACE I/P AL.102X7X12(COATED PART) ,159,159,6.13,974.67
31739,EA,LVSLS,227027422 (COATED PART),227027422 BRKT DIAD MNT AL.125X6X9.98 (COATED PART) ,160,160,4.5,720
31743,EA,LVSLS,177041405 DOOR POCKET PANEL RH (*CUST SUPP MAT*),177041405 PNL D/PKT ALUM .102X42.27X87.65 RH (***CUST SUPPLIED MATERIAL ALUM .102 X 48 X 96 w/PVC***),150,150,20.98,3147
31745,EA,LVSLS,177041405 DOOR POCKET PANEL RH (*CUST SUPP MAT*),177041405 PNL D/PKT ALUM .102X42.27X87.65 RH (***CUST SUPPLIED MATERIAL ALUM .102 X 48 X 96 w/PVC***),150,150,20.98,3147
31746,EA,LVSLS,177041404 DOOR POCKET PANEL LH (CUST SUP MAT,177041404 PNL D/PKT ,150,150,20.98,3147
31747,EA,LVSLS,005774400 ANG AL MTG .125 X 6.81 X 107.12,"005774400 ANG AL MTG .125 X 6.81 X 107.12
***CUSTOMER SUPPLIED MATERIAL .125 X 56 X 110 W/ PVC***",364,364,7.05,2566.2
31740,EA,LVSLS,227027414 (COATED PART),CVR RDO I/P AL.102X2.5X8.75 Rev: A(COATED PART) ,352,352,7.17,2523.84
31741,EA,LVSLS,227027429 (COATED PART),227027429 PLT ADAP FCC CRUISE CONT(COATED PART) ,168,168,3.74,628.32
31742,EA,LVSLS,117032400 W/BX WRAPPER 44'' 88W FCC,"117032400 W/BX WRAPPER 44'' 88W FCC
***CUSTOMER SUPPLIED .125 X 56 X 96***",300,300,9.52,2856
31744,EA,LVSLS,177041404 DOOR POCKET PANEL LH (CUST SUP MAT,177041404 PNL D/PKT ,150,148,20.98,3147
31748,EA,LVSLS,117032400 W/BX WRAPPER 44'' 88W FCC,"117032400 W/BX WRAPPER 44'' 88W FCC
***CUSTOMER SUPPLIED .125 X 56 X 96***",300,300,9.52,2856
31751,EA,RVSLS,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,9.84,1476
31755,EA,RVSLS,117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER,"117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.17,325.5
31749,EA,RVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.54,381
31798,EA,RVSLS,157041409 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,8.56,1284
31803,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31614,EA,LVSLS,YT435934B-AO BASE BACKING PLATE 1.96 5.90 .500,NA,511,511,4.92,2514.12
31827,EA,LVSLS,"T3599KT04 CABLE LADDER RUNG, 12'' 4 HOLE","T3599KT04 CABLE LADDER RUNG, 12'' 4 HOLE",500,500,5.58,2790
31827,EA,LVSLS,"T3100KT23 CHANNEL, W/9-.75 HOLES, 23'' LONG","T3100KT23 CHANNEL, W/9-.75 HOLES, 23'' LONG",1000,1000,6.12,6120
31828,EA,LVSLS,227027416 (COATED PART),PLT FACE AL.102X10.64X18.13 (COATED PART) ,156,155,7.68,1198.08
31829,EA,LVSLS,227027416 (COATED PART),PLT FACE AL.102X10.64X18.13 (COATED PART) ,156,135,7.68,1198.08
31750,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31752,EA,RVSLS,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,10.82,1623
31753,EA,RVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.54,381
31754,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31756,EA,RVSLS,117005404 BRC BTL BRKT,"117005404 BRC BTL BRKT
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.55,382.5
31757,EA,RVSLS,117094400 BRKT MDL,"117094400 BRKT MDL
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.27,340.5
31760,EA,RVSLS,187050412 GRD LMP SI,"187050412 GRD LMP SI
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",300,300,3.88,1164
31758,EA,RVSLS,127070401 HDR BHD Z AL .102 X 12.48 X 87.41,"127070401 HDR BHD Z AL .102 X 12.48 X 87.41
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***
",150,150,11.69,1753.5
31759,EA,RVSLS,177070401 PLT SL BHD HDR,"177070401 PLT SL BHD HDR
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",300,300,1.57,471
31762,EA,RVSLS,237060401 PNL DR RH,"237060401 PNL DR RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",150,150,14.39,2158.5
31788,EA,RVSLS,177005412 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,2.04,306
31789,EA,RVSLS,177005411 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,2.04,306
31790,EA,RVSLS,147052400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,3.08,462
31791,EA,RVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.54,381
31792,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31761,EA,RVSLS,98760307 STFNR LWR .102X7.74X28.18 RH,"98760307 STFNR LWR .102X7.74X28.18 RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",150,150,5.35,802.5
31764,EA,RVSLS,237060400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,9.52,1428
31768,EA,RVSLS,177005411 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,2.04,306
31770,EA,RVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.54,381
31771,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31772,EA,RVSLS,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,9.84,1476
31773,EA,RVSLS,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,10.82,1623
31774,EA,RVSLS,087032404 WHEEL BX END PANEL LH,"087032404 WHEEL BX END PANEL LH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.54,381
31763,EA,RVSLS,157050407 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,5.57,835.5
31778,EA,RVSLS,117094400 BRKT MDL,"117094400 BRKT MDL
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.27,340.5
31779,EA,RVSLS,127070401 HDR BHD Z AL .102 X 12.48 X 87.41,"127070401 HDR BHD Z AL .102 X 12.48 X 87.41
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***
",150,147,11.69,1753.5
31780,EA,RVSLS,177070401 PLT SL BHD HDR,"177070401 PLT SL BHD HDR
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",300,300,1.57,471
31781,EA,RVSLS,187050412 GRD LMP SI,"187050412 GRD LMP SI
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",300,300,3.88,1164
31783,EA,RVSLS,237060401 PNL DR RH,"237060401 PNL DR RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",150,150,14.39,2158.5
31784,EA,RVSLS,157050407 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,5.57,835.5
31786,EA,RVSLS,96760312 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,300,300,4.09,1227
31765,EA,RVSLS,96760312 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,300,300,4.09,1227
31766,EA,RVSLS,157041409 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,8.56,1284
31767,EA,RVSLS,177005412 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,2.04,306
31769,EA,RVSLS,147052400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,3.08,462
31775,EA,RVSLS,087032405 WHEEL BX END PANEL RH,"087032405 WHEEL BX END PANEL RH
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.47,370.5
31793,EA,RVSLS,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,9.84,1476
31794,EA,RVSLS,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),150,150,10.82,1623
27840,EA,LVSLS,FD4896SG2T,FD4896SG2T,6,6,30.39,182.34
31795,EA,RVSLS,157050407 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,5.57,835.5
31796,EA,RVSLS,237060400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,9.52,1428
31797,EA,RVSLS,96760312 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,300,300,4.09,1227
31776,EA,RVSLS,117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER,"117005403 WASHER BOTTLE BRACKET FCC UPS SCS HEATER
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.17,325.5
31777,EA,RVSLS,117005404 BRC BTL BRKT,"117005404 BRC BTL BRKT
***CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC***",150,150,2.55,382.5
31782,EA,RVSLS,98760307 STFNR LWR .102X7.74X28.18 RH,"98760307 STFNR LWR .102X7.74X28.18 RH
***(CUST SUPPLIED .102 X 59 X 96 W/ PVC)***",150,141,5.35,802.5
31785,EA,RVSLS,237060400 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,9.52,1428
31787,EA,RVSLS,157041409 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,8.56,1284
31799,EA,RVSLS,177005412 *CUST SUPPLIED MAT. .100 59X96 ALUM*,NA,150,150,2.04,306
